Timestamp,Received Data
2026-01-31 16:18:44,SNSR, 201.99
2026-01-31 16:18:54,SNSR, 201.92
2026-01-31 16:19:04,SNSR, 202.28
2026-01-31 16:19:14,SNSR, 202.35
2026-01-31 16:19:24,SNSR, 202.30
2026-01-31 16:19:34,SNSR, 201.84
2026-01-31 16:19:44,SNSR, 202.28
2026-01-31 16:19:54,SNSR, 201.86
2026-01-31 16:20:04,SNSR, 201.91
2026-01-31 16:20:14,SNSR, 202.28
2026-01-31 16:20:24,SNSR, 201.86
2026-01-31 16:20:34,SNSR, 202.27
2026-01-31 16:20:44,SNSR, 202.27
2026-01-31 16:20:54,SNSR, 202.34
2026-01-31 16:21:04,SNSR, 201.84
2026-01-31 16:21:15,SNSR, 202.28
2026-01-31 16:21:25,SNSR, 202.27
2026-01-31 16:21:35,SNSR, 201.84
2026-01-31 16:21:45,SNSR, 202.20
2026-01-31 16:21:55,SNSR, 201.84
2026-01-31 16:22:05,SNSR, 201.84
2026-01-31 16:22:15,SNSR, 201.84
2026-01-31 16:22:26,SNSR, 202.20
2026-01-31 16:22:35,SNSR, 202.56
2026-01-31 16:22:45,SNSR, 202.28
2026-01-31 16:22:55,SNSR, 202.27
2026-01-31 16:23:06,SNSR, 202.22
2026-01-31 16:23:15,SNSR, 201.77
2026-01-31 16:23:25,SNSR, 201.77
2026-01-31 16:23:35,SNSR, 201.68
2026-01-31 16:23:45,SNSR, 201.79
2026-01-31 16:23:55,SNSR, 201.77
2026-01-31 16:24:05,SNSR, 202.20
2026-01-31 16:24:15,SNSR, 201.77
2026-01-31 16:24:26,SNSR, 202.13
2026-01-31 16:24:36,SNSR, 202.13
2026-01-31 16:24:46,SNSR, 201.72
2026-01-31 16:24:56,SNSR, 202.20
2026-01-31 16:25:06,SNSR, 202.13
2026-01-31 16:25:16,SNSR, 202.51
2026-01-31 16:25:26,SNSR, 201.62
2026-01-31 16:31:08,SNSR, 201.63
2026-01-31 16:31:18,SNSR, 201.19
2026-01-31 16:31:28,SNSR, 201.62
2026-01-31 16:31:38,SNSR, 202.06
2026-01-31 16:31:48,SNSR, 201.99
2026-01-31 16:31:58,SNSR, 202.06
2026-01-31 16:32:08,SNSR, 202.08
2026-01-31 16:32:18,SNSR, 201.62
2026-01-31 16:32:28,SNSR, 201.62
2026-01-31 16:32:38,SNSR, 202.04
2026-01-31 16:32:48,SNSR, 201.63
2026-01-31 16:32:59,SNSR, 201.62
2026-01-31 16:33:08,SNSR, 201.63
2026-01-31 16:33:18,SNSR, 202.13
2026-01-31 16:33:28,SNSR, 201.98
2026-01-31 16:33:38,SNSR, 202.06
2026-01-31 16:33:48,SNSR, 202.04
2026-01-31 16:33:59,SNSR, 201.62
2026-01-31 16:34:09,SNSR, 202.06
2026-01-31 16:34:19,SNSR, 201.55
2026-01-31 16:34:29,SNSR, 201.63
2026-01-31 16:34:39,SNSR, 201.26
2026-01-31 16:34:49,SNSR, 201.77
2026-01-31 16:34:59,SNSR, 202.42
2026-01-31 16:35:09,SNSR, 201.56
2026-01-31 16:35:19,SNSR, 202.06
2026-01-31 16:35:29,SNSR, 202.06
2026-01-31 16:35:39,SNSR, 201.62
2026-01-31 16:35:49,SNSR, 202.06
2026-01-31 16:35:59,SNSR, 202.04
2026-01-31 16:36:10,SNSR, 201.99
2026-01-31 16:36:19,SNSR, 201.62
2026-01-31 16:36:29,SNSR, 201.63
2026-01-31 16:36:39,SNSR, 201.62
2026-01-31 16:36:49,SNSR, 201.55
2026-01-31 16:36:59,SNSR, 201.56
2026-01-31 16:37:10,SNSR, 201.62
2026-01-31 16:37:20,SNSR, 202.06
2026-01-31 16:37:30,SNSR, 201.55
2026-01-31 16:37:40,SNSR, 201.55
2026-01-31 16:37:50,SNSR, 201.48
2026-01-31 16:38:00,SNSR, 201.50
2026-01-31 16:38:10,SNSR, 202.42
2026-01-31 16:38:20,SNSR, 201.55
2026-01-31 16:38:30,SNSR, 201.63
2026-01-31 16:38:40,SNSR, 201.92
2026-01-31 16:38:51,SNSR, 201.99
2026-01-31 16:39:00,SNSR, 201.98
2026-01-31 16:39:11,SNSR, 201.55
2026-01-31 16:39:20,SNSR, 201.63
2026-01-31 16:39:30,SNSR, 201.46
2026-01-31 16:39:41,SNSR, 201.56
2026-01-31 16:39:50,SNSR, 202.06
2026-01-31 16:40:01,SNSR, 201.55
2026-01-31 16:40:11,SNSR, 201.55
2026-01-31 16:40:21,SNSR, 201.62
2026-01-31 16:40:31,SNSR, 201.92
2026-01-31 16:40:41,SNSR, 202.42
2026-01-31 16:40:51,SNSR, 201.19
2026-01-31 16:41:01,SNSR, 201.48
2026-01-31 16:41:11,SNSR, 201.62
2026-01-31 16:41:21,SNSR, 201.62
2026-01-31 16:41:31,SNSR, 202.15
2026-01-31 16:41:41,SNSR, 201.56
2026-01-31 16:41:51,SNSR, 201.70
2026-01-31 16:42:01,SNSR, 201.63
2026-01-31 16:42:12,SNSR, 201.99
2026-01-31 16:42:21,SNSR, 202.04
2026-01-31 16:42:31,SNSR, 202.06
2026-01-31 16:42:41,SNSR, 202.06
2026-01-31 16:42:53,SNSR, 201.63
2026-01-31 16:43:02,SNSR, 202.13
2026-01-31 16:43:12,SNSR, 202.04
2026-01-31 16:43:22,SNSR, 202.06
2026-01-31 16:43:32,SNSR, 201.63
2026-01-31 16:43:42,SNSR, 201.56
2026-01-31 16:43:52,SNSR, 201.63
2026-01-31 16:44:02,SNSR, 201.62
2026-01-31 16:44:12,SNSR, 201.72
2026-01-31 16:44:22,SNSR, 202.06
2026-01-31 16:44:32,SNSR, 201.63
2026-01-31 16:44:42,SNSR, 201.62
2026-01-31 16:44:52,SNSR, 201.70
2026-01-31 16:45:02,SNSR, 201.62
2026-01-31 16:45:12,SNSR, 202.13
2026-01-31 16:45:22,SNSR, 202.06
2026-01-31 16:45:32,SNSR, 201.99
2026-01-31 16:45:42,SNSR, 201.62
2026-01-31 16:45:52,SNSR, 201.62
2026-01-31 16:46:02,SNSR, 202.08
2026-01-31 16:46:13,SNSR, 201.62
2026-01-31 16:46:23,SNSR, 201.99
2026-01-31 16:46:33,SNSR, 202.04
2026-01-31 16:46:43,SNSR, 201.99
2026-01-31 16:46:53,SNSR, 201.92
2026-01-31 16:47:03,SNSR, 201.68
2026-01-31 16:47:13,SNSR, 201.91
2026-01-31 16:47:23,SNSR, 201.56
2026-01-31 16:47:33,SNSR, 201.63
2026-01-31 16:47:43,SNSR, 201.98
2026-01-31 16:47:53,SNSR, 201.55
2026-01-31 16:48:03,SNSR, 201.55
2026-01-31 16:48:13,SNSR, 201.55
2026-01-31 16:48:23,SNSR, 201.46
2026-01-31 16:48:33,SNSR, 201.98
2026-01-31 16:48:43,SNSR, 201.91
2026-01-31 16:48:53,SNSR, 201.94
2026-01-31 16:49:03,SNSR, 201.56
2026-01-31 16:49:14,SNSR, 201.55
2026-01-31 16:49:24,SNSR, 201.55
2026-01-31 16:49:34,SNSR, 201.55
2026-01-31 16:49:44,SNSR, 201.62
2026-01-31 16:49:54,SNSR, 201.63
2026-01-31 16:50:04,SNSR, 201.98
2026-01-31 16:50:14,SNSR, 202.35
2026-01-31 16:50:24,SNSR, 202.42
2026-01-31 16:50:34,SNSR, 201.48
2026-01-31 16:50:44,SNSR, 201.48
2026-01-31 16:50:54,SNSR, 201.55
2026-01-31 16:51:04,SNSR, 201.99
2026-01-31 16:51:14,SNSR, 201.99
2026-01-31 16:51:24,SNSR, 201.63
2026-01-31 16:51:34,SNSR, 201.62
2026-01-31 16:51:45,SNSR, 201.55
2026-01-31 16:51:54,SNSR, 201.62
2026-01-31 16:52:04,SNSR, 201.63
2026-01-31 16:52:15,SNSR, 201.62
2026-01-31 16:52:25,SNSR, 201.63
2026-01-31 16:52:35,SNSR, 201.62
2026-01-31 16:52:45,SNSR, 201.98
2026-01-31 16:52:55,SNSR, 202.06
2026-01-31 16:53:05,SNSR, 201.98
2026-01-31 16:53:15,SNSR, 202.06
2026-01-31 16:53:25,SNSR, 202.06
2026-01-31 16:53:35,SNSR, 202.06
2026-01-31 16:53:46,SNSR, 201.55
2026-01-31 16:53:55,SNSR, 201.19
2026-01-31 16:54:05,SNSR, 201.99
2026-01-31 16:54:15,SNSR, 201.19
2026-01-31 16:54:25,SNSR, 201.63
2026-01-31 16:54:36,SNSR, 201.62
2026-01-31 16:54:45,SNSR, 201.63
2026-01-31 16:54:55,SNSR, 201.55
2026-01-31 16:55:05,SNSR, 201.62
2026-01-31 16:55:16,SNSR, 201.62
2026-01-31 16:55:28,SNSR, 201.63
2026-01-31 16:55:35,SNSR, 201.56
2026-01-31 16:55:46,SNSR, 201.62
2026-01-31 16:55:56,SNSR, 201.55
2026-01-31 16:56:06,SNSR, 202.01
2026-01-31 16:56:16,SNSR, 202.06
2026-01-31 16:56:26,SNSR, 201.63
2026-01-31 16:56:36,SNSR, 201.63
2026-01-31 16:56:46,SNSR, 201.56
2026-01-31 16:56:56,SNSR, 201.55
2026-01-31 16:57:06,SNSR, 201.70
2026-01-31 16:57:16,SNSR, 201.55
2026-01-31 16:57:26,SNSR, 201.68
2026-01-31 16:57:36,SNSR, 201.55
2026-01-31 16:57:46,SNSR, 201.70
2026-01-31 16:57:56,SNSR, 202.06
2026-01-31 16:58:07,SNSR, 202.42
2026-01-31 16:58:17,SNSR, 201.62
2026-01-31 16:58:26,SNSR, 202.06
2026-01-31 16:58:37,SNSR, 201.55
2026-01-31 16:58:47,SNSR, 201.68
2026-01-31 16:58:57,SNSR, 201.63
2026-01-31 16:59:07,SNSR, 201.63
2026-01-31 16:59:17,SNSR, 202.06
2026-01-31 16:59:27,SNSR, 201.62
2026-01-31 16:59:37,SNSR, 202.06
2026-01-31 16:59:47,SNSR, 201.62
2026-01-31 16:59:57,SNSR, 202.49
2026-01-31 17:00:07,SNSR, 201.68
2026-01-31 17:00:17,SNSR, 202.06
2026-01-31 17:00:27,SNSR, 202.15
2026-01-31 17:00:37,SNSR, 201.72
2026-01-31 17:00:47,SNSR, 201.62
2026-01-31 17:00:58,SNSR, 201.70
2026-01-31 17:01:07,SNSR, 201.62
2026-01-31 17:01:17,SNSR, 202.13
2026-01-31 17:01:27,SNSR, 202.15
2026-01-31 17:01:38,SNSR, 202.49
2026-01-31 17:01:48,SNSR, 202.13
2026-01-31 17:01:58,SNSR, 201.62
2026-01-31 17:02:08,SNSR, 202.13
2026-01-31 17:02:18,SNSR, 201.70
2026-01-31 17:02:28,SNSR, 202.13
2026-01-31 17:02:38,SNSR, 201.68
2026-01-31 17:02:48,SNSR, 202.20
2026-01-31 17:02:58,SNSR, 201.70
2026-01-31 17:03:08,SNSR, 201.72
2026-01-31 17:03:18,SNSR, 202.15
2026-01-31 17:03:28,SNSR, 202.06
2026-01-31 17:03:38,SNSR, 202.15
2026-01-31 17:03:48,SNSR, 201.70
2026-01-31 17:03:58,SNSR, 202.06
2026-01-31 17:04:09,SNSR, 201.99
2026-01-31 17:04:18,SNSR, 201.62
2026-01-31 17:04:29,SNSR, 202.06
2026-01-31 17:04:38,SNSR, 201.55
2026-01-31 17:04:48,SNSR, 201.62
2026-01-31 17:04:59,SNSR, 201.55
2026-01-31 17:05:09,SNSR, 201.55
2026-01-31 17:05:19,SNSR, 201.91
2026-01-31 17:05:29,SNSR, 201.56
2026-01-31 17:05:39,SNSR, 201.98
2026-01-31 17:05:49,SNSR, 201.56
2026-01-31 17:05:59,SNSR, 201.91
2026-01-31 17:06:09,SNSR, 201.99
2026-01-31 17:06:19,SNSR, 201.46
2026-01-31 17:06:29,SNSR, 201.91
2026-01-31 17:06:40,SNSR, 201.92
2026-01-31 17:06:49,SNSR, 201.48
2026-01-31 17:06:59,SNSR, 201.43
2026-01-31 17:07:10,SNSR, 201.48
2026-01-31 17:07:20,SNSR, 201.84
2026-01-31 17:07:30,SNSR, 201.46
2026-01-31 17:07:39,SNSR, 201.50
2026-01-31 17:07:50,SNSR, 201.86
2026-01-31 17:08:00,SNSR, 201.86
2026-01-31 17:08:09,SNSR, 201.34
2026-01-31 17:08:20,SNSR, 201.34
2026-01-31 17:08:30,SNSR, 202.13
2026-01-31 17:08:40,SNSR, 201.48
2026-01-31 17:08:50,SNSR, 201.84
2026-01-31 17:09:00,SNSR, 201.84
2026-01-31 17:09:10,SNSR, 202.15
2026-01-31 17:09:20,SNSR, 201.39
2026-01-31 17:09:30,SNSR, 202.20
2026-01-31 17:09:40,SNSR, 201.84
2026-01-31 17:09:51,SNSR, 201.77
2026-01-31 17:10:00,SNSR, 201.34
2026-01-31 17:10:10,SNSR, 201.34
2026-01-31 17:10:21,SNSR, 201.34
2026-01-31 17:10:30,SNSR, 201.41
2026-01-31 17:10:41,SNSR, 201.32
2026-01-31 17:10:50,SNSR, 201.34
2026-01-31 17:11:00,SNSR, 201.77
2026-01-31 17:11:11,SNSR, 201.32
2026-01-31 17:11:21,SNSR, 201.41
2026-01-31 17:11:31,SNSR, 201.77
2026-01-31 17:11:41,SNSR, 201.34
2026-01-31 17:11:51,SNSR, 201.77
2026-01-31 17:12:01,SNSR, 201.77
2026-01-31 17:12:11,SNSR, 201.77
2026-01-31 17:12:21,SNSR, 201.75
2026-01-31 17:12:31,SNSR, 200.98
2026-01-31 17:12:41,SNSR, 201.86
2026-01-31 17:12:51,SNSR, 201.41
2026-01-31 17:13:01,SNSR, 201.86
2026-01-31 17:13:11,SNSR, 201.77
2026-01-31 17:13:21,SNSR, 201.39
2026-01-31 17:13:31,SNSR, 201.41
2026-01-31 17:13:41,SNSR, 201.77
2026-01-31 17:13:51,SNSR, 201.77
2026-01-31 17:14:01,SNSR, 201.77
2026-01-31 17:14:12,SNSR, 201.84
2026-01-31 17:14:22,SNSR, 201.48
2026-01-31 17:14:32,SNSR, 202.20
2026-01-31 17:14:42,SNSR, 201.51
2026-01-31 17:14:52,SNSR, 201.41
2026-01-31 17:15:02,SNSR, 201.41
2026-01-31 17:15:12,SNSR, 201.92
2026-01-31 17:15:22,SNSR, 201.84
2026-01-31 17:15:32,SNSR, 201.79
2026-01-31 17:15:42,SNSR, 201.84
2026-01-31 17:15:52,SNSR, 201.84
2026-01-31 17:16:02,SNSR, 201.84
2026-01-31 17:16:12,SNSR, 201.03
2026-01-31 17:16:22,SNSR, 201.55
2026-01-31 17:16:34,SNSR, 201.43
2026-01-31 17:16:42,SNSR, 201.43
2026-01-31 17:16:52,SNSR, 201.39
2026-01-31 17:17:02,SNSR, 201.48
2026-01-31 17:17:12,SNSR, 201.41
2026-01-31 17:17:22,SNSR, 201.99
2026-01-31 17:17:33,SNSR, 202.22
2026-01-31 17:17:43,SNSR, 201.92
2026-01-31 17:17:53,SNSR, 201.48
2026-01-31 17:18:03,SNSR, 201.92
2026-01-31 17:18:13,SNSR, 201.48
2026-01-31 17:18:23,SNSR, 201.84
2026-01-31 17:18:33,SNSR, 201.92
2026-01-31 17:18:43,SNSR, 202.35
2026-01-31 17:18:53,SNSR, 201.48
2026-01-31 17:19:03,SNSR, 201.48
2026-01-31 17:19:14,SNSR, 201.48
2026-01-31 17:19:23,SNSR, 201.48
2026-01-31 17:19:33,SNSR, 201.55
2026-01-31 17:19:43,SNSR, 201.86
2026-01-31 17:19:53,SNSR, 201.48
2026-01-31 17:20:04,SNSR, 201.62
2026-01-31 17:20:14,SNSR, 202.20
2026-01-31 17:20:23,SNSR, 201.99
2026-01-31 17:20:34,SNSR, 201.91
2026-01-31 17:20:44,SNSR, 201.99
2026-01-31 17:20:54,SNSR, 201.98
2026-01-31 17:21:04,SNSR, 202.44
2026-01-31 17:21:14,SNSR, 201.17
2026-01-31 17:21:24,SNSR, 202.37
2026-01-31 17:21:34,SNSR, 201.63
2026-01-31 17:21:44,SNSR, 201.55
2026-01-31 17:21:54,SNSR, 202.01
2026-01-31 17:22:04,SNSR, 201.63
2026-01-31 17:22:14,SNSR, 202.06
2026-01-31 17:22:24,SNSR, 201.70
2026-01-31 17:22:34,SNSR, 202.06
2026-01-31 17:22:44,SNSR, 201.62
2026-01-31 17:22:54,SNSR, 201.55
2026-01-31 17:23:05,SNSR, 201.70
2026-01-31 17:23:14,SNSR, 202.06
2026-01-31 17:23:24,SNSR, 201.62
2026-01-31 17:23:35,SNSR, 201.98
2026-01-31 17:23:45,SNSR, 201.62
2026-01-31 17:23:55,SNSR, 201.55
2026-01-31 17:24:05,SNSR, 201.99
2026-01-31 17:24:15,SNSR, 201.98
2026-01-31 17:24:25,SNSR, 201.55
2026-01-31 17:24:35,SNSR, 201.91
2026-01-31 17:24:45,SNSR, 201.48
2026-01-31 17:24:55,SNSR, 201.91
2026-01-31 17:25:05,SNSR, 201.98
2026-01-31 17:25:15,SNSR, 201.43
2026-01-31 17:25:25,SNSR, 201.48
2026-01-31 17:25:35,SNSR, 201.41
2026-01-31 17:25:45,SNSR, 201.84
2026-01-31 17:25:55,SNSR, 201.03
2026-01-31 17:26:06,SNSR, 201.84
2026-01-31 17:26:16,SNSR, 201.84
2026-01-31 17:26:26,SNSR, 201.86
2026-01-31 17:26:36,SNSR, 202.13
2026-01-31 17:26:46,SNSR, 201.48
2026-01-31 17:26:56,SNSR, 201.39
2026-01-31 17:27:06,SNSR, 201.36
2026-01-31 17:27:16,SNSR, 202.27
2026-01-31 17:27:26,SNSR, 201.32
2026-01-31 17:27:36,SNSR, 201.79
2026-01-31 17:27:46,SNSR, 202.20
2026-01-31 17:27:56,SNSR, 201.41
2026-01-31 17:28:06,SNSR, 201.84
2026-01-31 17:28:16,SNSR, 201.41
2026-01-31 17:28:26,SNSR, 201.34
2026-01-31 17:28:36,SNSR, 201.68
2026-01-31 17:28:47,SNSR, 201.75
2026-01-31 17:28:56,SNSR, 201.84
2026-01-31 17:29:06,SNSR, 201.03
2026-01-31 17:29:16,SNSR, 201.77
2026-01-31 17:29:27,SNSR, 201.79
2026-01-31 17:29:37,SNSR, 201.34
2026-01-31 17:29:47,SNSR, 201.43
2026-01-31 17:29:57,SNSR, 201.41
2026-01-31 17:30:07,SNSR, 201.84
2026-01-31 17:30:17,SNSR, 201.77
2026-01-31 17:30:27,SNSR, 201.32
2026-01-31 17:30:37,SNSR, 201.77
2026-01-31 17:30:47,SNSR, 201.75
2026-01-31 17:30:57,SNSR, 201.39
2026-01-31 17:31:07,SNSR, 202.28
2026-01-31 17:31:17,SNSR, 201.86
2026-01-31 17:31:27,SNSR, 201.77
2026-01-31 17:31:37,SNSR, 201.84
2026-01-31 17:31:47,SNSR, 201.36
2026-01-31 17:31:57,SNSR, 201.84
2026-01-31 17:32:07,SNSR, 201.84
2026-01-31 17:32:17,SNSR, 201.77
2026-01-31 17:32:28,SNSR, 202.22
2026-01-31 17:32:37,SNSR, 201.41
2026-01-31 17:32:48,SNSR, 201.46
2026-01-31 17:32:58,SNSR, 201.48
2026-01-31 17:33:08,SNSR, 201.84
2026-01-31 17:33:18,SNSR, 201.41
2026-01-31 17:33:28,SNSR, 201.84
2026-01-31 17:33:38,SNSR, 201.48
2026-01-31 17:33:48,SNSR, 201.84
2026-01-31 17:33:58,SNSR, 201.48
2026-01-31 17:34:08,SNSR, 201.34
2026-01-31 17:34:18,SNSR, 201.46
2026-01-31 17:34:28,SNSR, 201.91
2026-01-31 17:34:38,SNSR, 201.84
2026-01-31 17:34:48,SNSR, 201.50
2026-01-31 17:34:59,SNSR, 201.39
2026-01-31 17:35:08,SNSR, 201.41
2026-01-31 17:35:18,SNSR, 201.84
2026-01-31 17:35:28,SNSR, 201.84
2026-01-31 17:35:38,SNSR, 201.91
2026-01-31 17:35:49,SNSR, 201.50
2026-01-31 17:35:59,SNSR, 201.50
2026-01-31 17:36:09,SNSR, 201.84
2026-01-31 17:36:19,SNSR, 201.39
2026-01-31 17:36:29,SNSR, 201.34
2026-01-31 17:36:39,SNSR, 201.43
2026-01-31 17:36:49,SNSR, 201.75
2026-01-31 17:36:59,SNSR, 201.43
2026-01-31 17:37:09,SNSR, 201.84
2026-01-31 17:37:19,SNSR, 201.84
2026-01-31 17:37:29,SNSR, 201.77
2026-01-31 17:37:39,SNSR, 201.41
2026-01-31 17:37:49,SNSR, 201.34
